DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI,LUOGHI_LAVORO,LUOGHI_RESIDENZIALI,TRASPORTO_PUBBLICO,ALIMENTARI_FARMACIE,VENDITA_E_ATTIVITA_RICREATIVE
2020-02-28 00:00:00,5,24,9,33,116,0,2,7414,-15,7,-28,-4,-10
2020-02-29 00:00:00,5,24,11,35,154,0,2,8659,-16,5,-26,-1,-13
2020-03-01 00:00:00,5,51,13,64,197,0,2,9056,-10,8,-42,-8,-30
2020-03-02 00:00:00,5,53,14,67,204,0,2,9782,-13,7,-36,-9,-19
2020-03-03 00:00:00,5,49,19,68,229,7,3,10176,-13,7,-33,-2,-11
2020-03-04 00:00:00,5,76,23,99,246,9,6,10515,-12,5,-27,-2,-8
2020-03-05 00:00:00,5,92,24,116,264,17,10,11949,-13,6,-32,-1,-12
2020-03-06 00:00:00,5,117,27,144,310,22,12,13023,-13,7,-33,0,-14
2020-03-07 00:00:00,5,123,41,164,341,25,13,14429,-16,5,-27,2,-16
2020-03-08 00:00:00,5,146,47,193,430,29,18,15918,-11,5,-26,8,-31
2020-03-09 00:00:00,5,186,51,237,457,30,20,15956,-19,10,-45,0,-30
2020-03-10 00:00:00,5,204,67,271,512,47,26,16643,-23,14,-50,1,-39
2020-03-11 00:00:00,5,262,68,330,610,54,29,21400,-27,16,-55,-6,-48
2020-03-12 00:00:00,5,360,85,445,852,55,32,23438,-37,22,-65,-13,-70
2020-03-13 00:00:00,5,366,107,473,980,100,42,25691,-45,27,-71,-16,-76
2020-03-14 00:00:00,5,366,119,485,1290,107,55,26980,-57,26,-80,-37,-85
2020-03-15 00:00:00,5,426,129,555,1434,120,63,32546,-53,23,-82,-61,-91
2020-03-16 00:00:00,5,498,156,654,1620,130,69,35052,-51,26,-75,-30,-76
2020-03-17 00:00:00,5,548,171,719,1769,136,80,35478,-54,29,-76,-34,-77
2020-03-18 00:00:00,5,646,195,841,2112,167,94,40841,-55,29,-76,-37,-79
2020-03-19 00:00:00,5,771,209,980,2189,200,115,44658,-56,30,-78,-35,-79
2020-03-20 00:00:00,5,843,236,1079,2598,223,131,49288,-57,32,-79,-29,-80
2020-03-21 00:00:00,5,942,249,1191,3023,257,146,53642,-62,28,-84,-47,-88
2020-03-22 00:00:00,5,1113,255,1368,3276,309,169,57671,-62,25,-89,-96,-96
2020-03-23 00:00:00,5,1206,281,1487,3499,327,192,61115,-63,31,-81,-37,-80
2020-03-24 00:00:00,5,1318,304,1622,3729,381,216,66178,-64,33,-79,-39,-80
2020-03-25 00:00:00,5,1407,316,1723,4022,439,258,70877,-65,33,-81,-43,-83
2020-03-26 00:00:00,5,1447,326,1773,4367,508,287,79759,-69,36,-83,-44,-84
2020-03-27 00:00:00,5,1536,338,1874,4774,536,313,83627,-69,38,-83,-37,-83
2020-03-28 00:00:00,5,1559,344,1903,5010,655,362,89380,-65,28,-84,-52,-88
2020-03-29 00:00:00,5,1586,355,1941,5310,715,392,94784,-62,25,-89,-95,-96
2020-03-30 00:00:00,5,1633,356,1989,5575,747,413,99941,-67,33,-81,-42,-83
2020-03-31 00:00:00,5,1680,356,2036,5814,828,477,106238,-68,34,-79,-37,-90
2020-04-01 00:00:00,5,1718,350,2068,6156,902,499,112746,-67,34,-78,-36,-90
2020-04-02 00:00:00,5,1670,345,2015,6563,1001,532,120320,-67,35,-79,-34,-90
2020-04-03 00:00:00,5,1714,335,2049,6812,1031,572,126490,-67,36,-80,-29,-85
2020-04-04 00:00:00,5,1691,324,2015,7078,1124,607,133289,-63,28,-83,-44,-89
2020-04-05 00:00:00,5,1674,329,2003,7406,1186,631,140910,-61,25,-88,-95,-96
2020-04-06 00:00:00,5,1714,322,2036,7686,1204,662,146288,-63,31,-78,-34,-83
2020-04-07 00:00:00,5,1579,297,1876,8089,1265,695,153542,-64,32,-78,-34,-81
2020-04-08 00:00:00,5,1554,285,1839,8332,1503,736,163247,-63,32,-78,-32,-82
2020-04-09 00:00:00,5,1530,274,1804,8645,1728,756,171456,-63,32,-78,-25,-80
2020-04-10 00:00:00,5,1521,257,1778,8869,1981,793,180700,-65,35,-79,-16,-81
2020-04-11 00:00:00,5,1465,251,1716,9033,2188,831,190912,-62,27,-82,-38,-87
2020-04-12 00:00:00,5,1428,249,1677,9052,2492,856,198442,-63,26,-90,-96,-96
2020-04-13 00:00:00,5,1427,245,1672,9094,2603,882,203077,-91,42,-92,-96,-96
2020-04-14 00:00:00,5,1427,233,1660,9076,2790,906,208878,-60,30,-76,-33,-79
2020-04-15 00:00:00,5,1402,219,1621,9168,2895,940,216344,-58,30,-75,-30,-79
2020-04-16 00:00:00,5,1388,209,1597,9203,3209,981,224549,-57,30,-75,-29,-77
2020-04-17 00:00:00,5,1359,197,1556,9062,3730,1026,236722,-58,32,-76,-25,-78
2020-04-18 00:00:00,5,1287,190,1477,8967,4189,1059,247329,-57,26,-79,-43,-84
2020-04-19 00:00:00,5,1264,184,1448,8762,4638,1087,255797,-56,24,-85,-94,-95
2020-04-20 00:00:00,5,1273,180,1453,8608,4954,1112,260810,-55,28,-76,-41,-77
2020-04-21 00:00:00,5,1230,177,1407,8670,5173,1154,268069,-54,29,-74,-38,-76
2020-04-22 00:00:00,5,1205,163,1368,8623,5566,1181,277543,-53,28,-73,-38,-77
2020-04-23 00:00:00,5,1189,140,1329,8596,5750,1206,288075,-54,28,-73,-31,-75
2020-04-24 00:00:00,5,1159,130,1289,8390,6306,1244,296896,-54,29,-73,-12,-73
2020-04-25 00:00:00,5,1105,129,1234,8198,6671,1288,306977,-73,29,-84,-94,-93
2020-04-26 00:00:00,5,1097,124,1221,7917,7018,1315,316361,-51,23,-82,-92,-91
2020-04-27 00:00:00,5,1099,123,1222,7638,7375,1344,320027,-50,24,-70,-22,-69
2020-04-28 00:00:00,5,1067,120,1187,7414,7699,1408,328218,-50,25,-70,-31,-72
2020-04-29 00:00:00,5,1042,114,1156,7213,8019,1437,337656,-50,26,-70,-29,-72
2020-04-30 00:00:00,5,1012,114,1126,7021,8354,1459,349227,-50,25,-69,-11,-67
2020-05-01 00:00:00,5,977,110,1087,6692,8840,1479,362459,-87,42,-83,-92,-89
2020-05-02 00:00:00,5,970,108,1078,6353,9291,1502,370978,-52,22,-69,-28,-74
2020-05-03 00:00:00,5,955,103,1058,6241,9503,1516,378202,-43,20,-71,-89,-86
2020-02-25 00:00:00,21,1,0,1,0,0,0,1,-23,7,-12,15,1
2020-02-26 00:00:00,21,1,0,1,0,0,0,1,-17,6,-16,2,-2
2020-02-27 00:00:00,21,1,0,1,0,0,0,2,-18,6,-12,3,0
2020-02-28 00:00:00,21,1,0,1,0,0,0,2,-17,6,-12,0,-1
2020-02-29 00:00:00,21,1,0,1,0,0,0,16,-7,3,-9,0,-7
2020-03-01 00:00:00,21,1,0,1,0,0,0,20,-4,6,-27,-6,-21
2020-03-02 00:00:00,21,1,0,1,0,0,0,20,0,3,-14,-9,-15
2020-03-03 00:00:00,21,1,0,1,0,0,0,20,0,2,-9,-1,-9
2020-03-04 00:00:00,21,1,0,1,0,0,0,20,0,1,-2,1,-3
2020-03-05 00:00:00,21,1,0,1,0,0,0,20,-14,7,-21,1,-12
2020-03-06 00:00:00,21,4,0,4,0,0,0,36,-13,7,-21,-2,-11
2020-03-07 00:00:00,21,8,0,8,1,0,0,36,-8,4,-9,2,-9
2020-03-08 00:00:00,21,8,0,8,1,0,0,36,-8,3,-8,4,-14
2020-03-09 00:00:00,21,8,0,8,1,0,0,36,-18,9,-34,-2,-28
2020-03-10 00:00:00,21,17,1,18,20,0,0,36,-25,13,-41,2,-45
2020-03-11 00:00:00,21,8,4,12,63,0,0,75,-32,16,-47,-16,-55
2020-03-12 00:00:00,21,21,4,25,78,0,1,607,-41,22,-62,-24,-75
2020-03-13 00:00:00,21,20,5,25,98,0,2,811,-49,27,-69,-35,-81
2020-03-14 00:00:00,21,26,7,33,137,0,3,1135,-57,26,-80,-54,-90
2020-03-15 00:00:00,21,50,4,54,145,0,5,1497,-58,23,-80,-72,-92
2020-03-16 00:00:00,21,53,11,64,171,0,6,1740,-58,28,-73,-44,-82
2020-03-17 00:00:00,21,71,11,82,200,1,8,2149,-61,29,-73,-48,-84
2020-03-18 00:00:00,21,79,18,97,269,1,9,2844,-62,30,-74,-51,-85
2020-03-19 00:00:00,21,87,18,105,316,1,14,3568,-63,32,-77,-51,-86
2020-03-20 00:00:00,21,99,24,123,407,1,17,4433,-63,33,-78,-49,-86
2020-03-21 00:00:00,21,127,30,157,443,1,20,5179,-61,26,-80,-60,-90
2020-03-22 00:00:00,21,146,32,178,470,7,23,5718,-65,25,-87,-95,-96
2020-03-23 00:00:00,21,145,33,178,510,7,29,6084,-67,32,-79,-53,-86
2020-03-24 00:00:00,21,166,38,204,495,44,38,6509,-68,33,-77,-55,-87
2020-03-25 00:00:00,21,190,40,230,518,67,43,6649,-69,34,-80,-56,-88
2020-03-26 00:00:00,21,223,43,266,525,67,48,7744,-71,36,-80,-58,-89
2020-03-27 00:00:00,21,249,45,294,539,110,60,8520,-70,37,-81,-54,-88
2020-03-28 00:00:00,21,225,51,276,653,116,64,9168,-63,27,-81,-61,-91
2020-03-29 00:00:00,21,234,56,290,744,116,64,10137,-65,25,-86,-94,-96
2020-03-30 00:00:00,21,231,62,293,805,153,74,10640,-69,33,-82,-58,-87
2020-03-31 00:00:00,21,249,62,311,831,153,76,11275,-69,33,-79,-53,-86
2020-04-01 00:00:00,21,269,57,326,786,190,116,11951,-68,33,-78,-54,-86
2020-04-02 00:00:00,21,279,60,339,821,190,129,12677,-68,34,-79,-54,-86
2020-04-03 00:00:00,21,291,60,351,858,211,139,13976,-67,35,-79,-50,-86
2020-04-04 00:00:00,21,291,61,352,849,245,146,15045,-61,26,-81,-58,-90
2020-04-05 00:00:00,21,239,53,292,934,260,158,15723,-64,25,-85,-93,-95
2020-04-06 00:00:00,21,245,52,297,963,298,164,16825,-65,31,-77,-51,-84
2020-04-07 00:00:00,21,325,64,389,912,336,174,17761,-66,31,-76,-49,-84
2020-04-08 00:00:00,21,268,65,333,948,371,183,18865,-65,31,-76,-49,-84
2020-04-09 00:00:00,21,263,64,327,988,401,187,19875,-66,32,-76,-45,-84
2020-04-10 00:00:00,21,258,58,316,1001,447,191,20866,-67,34,-78,-40,-84
2020-04-11 00:00:00,21,246,56,302,967,488,200,22186,-59,25,-80,-53,-88
2020-04-12 00:00:00,21,183,45,228,1287,378,205,23246,-65,25,-87,-94,-96
2020-04-13 00:00:00,21,190,41,231,1306,400,212,24157,-89,40,-87,-95,-95
2020-04-14 00:00:00,21,177,39,216,1348,406,214,24457,-62,29,-75,-46,-82
2020-04-15 00:00:00,21,166,32,198,1378,425,223,25370,-61,29,-73,-46,-81
2020-04-16 00:00:00,21,180,34,214,1379,449,225,26416,-60,30,-74,-45,-81
2020-04-17 00:00:00,21,181,32,213,1369,480,234,27698,-60,31,-74,-44,-81
2020-04-18 00:00:00,21,179,28,207,1349,530,239,28888,-55,23,-76,-51,-86
2020-04-19 00:00:00,21,162,23,185,1381,569,245,30361,-59,22,-81,-90,-93
2020-04-20 00:00:00,21,160,19,179,1361,605,249,31381,-57,27,-74,-49,-80
2020-04-21 00:00:00,21,159,20,179,1357,623,251,31987,-57,27,-70,-46,-78
2020-04-22 00:00:00,21,157,19,176,1336,648,256,32722,-56,26,-70,-45,-78
2020-04-23 00:00:00,21,141,17,158,1336,680,261,33994,-56,27,-70,-42,-77
2020-04-24 00:00:00,21,148,16,164,929,1100,263,35062,-55,27,-71,-29,-76
2020-04-25 00:00:00,21,141,14,155,880,1176,265,36608,-65,24,-79,-90,-91
2020-04-26 00:00:00,21,138,14,152,842,1218,269,37431,-56,21,-78,-88,-90
2020-04-27 00:00:00,21,150,16,166,774,1286,270,38640,-53,24,-69,-33,-73
2020-04-28 00:00:00,21,136,15,151,759,1316,272,39130,-53,24,-69,-39,-75
2020-04-29 00:00:00,21,119,14,133,712,1388,274,40218,-53,25,-68,-39,-75
2020-04-30 00:00:00,21,126,13,139,663,1441,275,41297,-53,25,-65,-25,-72
2020-05-01 00:00:00,21,112,11,123,634,1493,278,42903,-84,37,-73,-87,-88
2020-05-02 00:00:00,21,113,10,123,580,1553,279,43804,-48,19,-62,-35,-76
2020-05-03 00:00:00,21,109,11,120,545,1590,281,44240,-49,17,-58,-81,-82
2020-03-10 00:00:00,7,57,29,86,42,5,8,694,-29,14,-42,-2,-39
2020-03-11 00:00:00,7,74,34,108,73,5,8,1025,-36,18,-50,-15,-50
2020-03-12 00:00:00,7,100,36,136,107,20,11,1174,-48,25,-64,-26,-70
2020-03-13 00:00:00,7,128,44,172,132,24,17,1442,-54,28,-68,-30,-73
2020-03-14 00:00:00,7,213,62,275,109,52,27,1750,-51,24,-72,-43,-82
2020-03-15 00:00:00,7,253,66,319,174,33,33,1973,-52,21,-78,-56,-88
2020-03-16 00:00:00,7,255,73,328,247,42,50,2189,-58,26,-69,-39,-73
2020-03-17 00:00:00,7,299,85,384,277,57,60,2509,-61,27,-71,-40,-75
2020-03-18 00:00:00,7,401,100,501,243,70,73,2912,-63,29,-73,-44,-78
2020-03-19 00:00:00,7,491,112,603,280,85,91,3348,-64,30,-75,-45,-78
2020-03-20 00:00:00,7,573,121,694,307,101,119,3794,-63,31,-75,-39,-78
2020-03-21 00:00:00,7,598,129,727,432,125,152,4304,-57,26,-78,-52,-86
2020-03-22 00:00:00,7,736,132,868,483,143,171,4995,-60,23,-85,-78,-94
2020-03-23 00:00:00,7,761,133,894,659,159,212,5538,-67,30,-77,-46,-78
2020-03-24 00:00:00,7,803,147,950,742,193,231,5992,-68,31,-77,-48,-80
2020-03-25 00:00:00,7,927,147,1074,752,225,254,6602,-69,32,-79,-51,-82
2020-03-26 00:00:00,7,998,154,1152,875,260,280,7304,-70,34,-81,-54,-83
2020-03-27 00:00:00,7,1023,157,1180,880,305,331,7804,-69,34,-79,-47,-81
2020-03-28 00:00:00,7,1031,167,1198,888,378,358,8177,-59,26,-80,-53,-86
2020-03-29 00:00:00,7,1077,166,1243,1036,420,377,9100,-60,23,-85,-80,-94
2020-03-30 00:00:00,7,1142,175,1317,1066,437,397,9677,-67,30,-77,-48,-79
2020-03-31 00:00:00,7,1153,179,1332,1176,480,428,10376,-68,31,-76,-45,-89
2020-04-01 00:00:00,7,1114,179,1293,1352,555,460,11334,-67,31,-75,-43,-88
2020-04-02 00:00:00,7,1120,172,1292,1368,634,488,12069,-67,32,-76,-42,-88
2020-04-03 00:00:00,7,1147,173,1320,1426,700,519,12934,-66,33,-76,-39,-82
2020-04-04 00:00:00,7,1121,169,1290,1604,767,542,14087,-57,26,-78,-49,-87
2020-04-05 00:00:00,7,1126,165,1291,1802,800,556,15047,-59,23,-84,-78,-94
2020-04-06 00:00:00,7,1141,162,1303,1814,837,595,15533,-65,29,-74,-42,-79
2020-04-07 00:00:00,7,1090,156,1246,1966,925,620,16579,-65,30,-75,-40,-79
2020-04-08 00:00:00,7,1109,153,1262,1983,1007,654,17521,-65,30,-75,-40,-80
2020-04-09 00:00:00,7,1103,154,1257,1996,1085,682,18446,-65,31,-74,-36,-79
2020-04-10 00:00:00,7,1076,151,1227,2074,1181,709,19514,-64,31,-73,-29,-77
2020-04-11 00:00:00,7,1003,146,1149,2184,1309,734,20888,-55,25,-76,-43,-84
2020-04-12 00:00:00,7,1032,144,1176,2157,1412,749,21983,-60,23,-85,-85,-94
2020-04-13 00:00:00,7,1088,138,1226,2139,1471,760,23129,-87,38,-88,-87,-94
2020-04-14 00:00:00,7,967,133,1100,2366,1549,793,24446,-62,28,-73,-41,-78
2020-04-15 00:00:00,7,959,120,1079,2385,1665,807,25793,-62,29,-73,-40,-78
2020-04-16 00:00:00,7,957,103,1060,2377,1774,828,26945,-61,30,-72,-39,-77
2020-04-17 00:00:00,7,897,105,1002,2457,1863,866,28181,-61,30,-73,-36,-76
2020-04-18 00:00:00,7,901,105,1006,2406,1992,897,29322,-51,25,-76,-48,-84
2020-04-19 00:00:00,7,885,101,986,2504,2110,928,31551,-55,23,-84,-77,-93
2020-04-20 00:00:00,7,878,102,980,2516,2216,957,33007,-61,28,-74,-51,-78
2020-04-21 00:00:00,7,914,94,1008,2455,2311,990,34186,-60,28,-73,-45,-78
2020-04-22 00:00:00,7,860,92,952,2524,2420,1022,35990,-59,28,-71,-44,-77
2020-04-23 00:00:00,7,783,91,874,2592,2536,1047,37842,-59,28,-70,-41,-76
2020-04-24 00:00:00,7,760,87,847,2590,2660,1076,39563,-58,28,-69,-31,-73
2020-04-25 00:00:00,7,759,83,842,2591,2775,1093,41125,-62,27,-80,-70,-90
2020-04-26 00:00:00,7,748,82,830,2650,2894,1114,42607,-51,21,-79,-67,-90
2020-04-27 00:00:00,7,754,83,837,2743,2934,1128,44039,-55,25,-66,-36,-69
2020-04-28 00:00:00,7,718,81,799,2772,3060,1141,45719,-58,26,-70,-44,-75
2020-04-29 00:00:00,7,697,70,767,2809,3161,1152,47220,-55,25,-64,-32,-69
2020-04-30 00:00:00,7,676,69,745,2806,3275,1167,48762,-55,26,-66,-24,-68
2020-05-01 00:00:00,7,666,68,734,2784,3424,1184,51199,-84,37,-80,-87,-89
2020-05-02 00:00:00,7,647,68,715,2883,3519,1195,53202,-42,21,-61,-32,-73
2020-05-03 00:00:00,7,627,68,695,2856,3599,1209,54492,-40,18,-64,-61,-82
2020-02-25 00:00:00,3,79,25,104,127,0,9,3700,-23,11,-37,3,-22
2020-02-26 00:00:00,3,79,25,104,145,0,9,3208,-23,11,-40,-7,-23
2020-02-27 00:00:00,3,172,41,213,136,40,14,3320,-23,10,-39,-7,-19
2020-02-28 00:00:00,3,235,47,282,192,40,17,4835,-24,10,-37,-6,-16
2020-02-29 00:00:00,3,256,80,336,216,40,23,5723,-20,8,-34,-5,-24
2020-03-01 00:00:00,3,406,106,512,375,73,24,6879,-14,7,-40,-9,-33
2020-03-02 00:00:00,3,478,127,605,472,139,38,7925,-20,11,-44,-18,-26
2020-03-03 00:00:00,3,698,167,865,461,139,55,9577,-19,9,-35,-1,-13
2020-03-04 00:00:00,3,877,209,1086,411,250,73,12138,-19,8,-34,-1,-14
2020-03-05 00:00:00,3,1169,244,1413,364,376,98,12354,-21,11,-42,-6,-22
2020-03-06 00:00:00,3,1622,309,1931,77,469,135,13556,-22,11,-40,-2,-20
2020-03-07 00:00:00,3,1661,359,2020,722,524,154,15778,-19,7,-31,-1,-25
2020-03-08 00:00:00,3,2217,399,2616,756,550,267,18534,-19,8,-42,-1,-48
2020-03-09 00:00:00,3,2802,440,3242,1248,646,333,20135,-31,16,-57,-9,-42
2020-03-10 00:00:00,3,3319,466,3785,642,896,468,21479,-38,20,-61,-8,-50
2020-03-11 00:00:00,3,3852,560,4412,1351,900,617,25629,-43,22,-65,-13,-57
2020-03-12 00:00:00,3,4247,605,4852,2044,1085,744,29534,-52,28,-74,-26,-74
2020-03-13 00:00:00,3,4435,650,5085,2647,1198,890,32700,-58,31,-76,-27,-78
2020-03-14 00:00:00,3,4898,732,5630,3429,1660,966,37138,-63,26,-80,-46,-86
2020-03-15 00:00:00,3,5500,767,6267,3776,2011,1218,40369,-57,22,-83,-58,-91
2020-03-16 00:00:00,3,6171,823,6994,3867,2368,1420,43565,-63,30,-79,-35,-78
2020-03-17 00:00:00,3,6953,879,7832,4263,2485,1640,46449,-65,32,-80,-39,-80
2020-03-18 00:00:00,3,7285,924,8209,4057,3488,1959,48983,-66,33,-81,-42,-82
2020-03-19 00:00:00,3,7387,1006,8393,5545,3778,2168,52244,-67,34,-82,-43,-82
2020-03-20 00:00:00,3,7735,1050,8785,6635,4295,2549,57174,-68,36,-82,-40,-82
2020-03-21 00:00:00,3,8258,1093,9351,8019,5050,3095,66730,-67,27,-83,-55,-88
2020-03-22 00:00:00,3,9439,1142,10581,7304,5865,3456,70598,-65,24,-89,-80,-95
2020-03-23 00:00:00,3,9266,1183,10449,8461,6075,3776,73242,-74,35,-86,-47,-84
2020-03-24 00:00:00,3,9711,1194,10905,8963,6657,4178,76695,-74,36,-85,-48,-84
2020-03-25 00:00:00,3,10026,1236,11262,9329,7281,4474,81666,-75,37,-86,-50,-86
2020-03-26 00:00:00,3,10681,1263,11944,10245,7839,4861,87713,-77,39,-86,-51,-86
2020-03-27 00:00:00,3,11137,1292,12429,11466,8001,5402,95860,-77,40,-86,-47,-86
2020-03-28 00:00:00,3,11152,1319,12471,12038,8962,5944,102503,-70,28,-85,-59,-89
2020-03-29 00:00:00,3,11613,1328,12941,12451,9255,6360,107398,-65,24,-89,-81,-95
2020-03-30 00:00:00,3,11815,1330,13145,11861,10337,6818,111057,-75,36,-85,-48,-85
2020-03-31 00:00:00,3,11883,1324,13207,11917,10885,7199,114640,-76,37,-84,-42,-92
2020-04-01 00:00:00,3,11927,1342,13269,12496,11415,7593,121449,-75,37,-84,-40,-92
2020-04-02 00:00:00,3,11762,1351,13113,12763,12229,7960,128286,-75,38,-84,-40,-92
2020-04-03 00:00:00,3,11802,1381,13183,13006,13020,8311,135051,-74,39,-84,-39,-88
2020-04-04 00:00:00,3,12002,1326,13328,13892,13242,8656,141877,-68,28,-84,-53,-91
2020-04-05 00:00:00,3,12009,1317,13326,14798,13426,8905,149984,-64,24,-88,-77,-96
2020-04-06 00:00:00,3,11914,1343,13257,15212,13863,9202,154989,-71,34,-83,-39,-86
2020-04-07 00:00:00,3,11833,1305,13138,15205,14498,9484,159331,-72,35,-83,-39,-85
2020-04-08 00:00:00,3,11719,1257,12976,15569,15147,9722,167557,-71,35,-83,-37,-85
2020-04-09 00:00:00,3,11796,1236,13032,16042,15706,10022,176953,-71,35,-83,-33,-84
2020-04-10 00:00:00,3,11877,1202,13079,16451,16280,10238,186325,-73,38,-82,-29,-84
2020-04-11 00:00:00,3,12026,1174,13200,17058,16823,10511,196302,-67,27,-82,-47,-89
2020-04-12 00:00:00,3,11969,1176,13145,18120,17166,10621,205832,-68,25,-90,-95,-97
2020-04-13 00:00:00,3,12028,1143,13171,18764,17478,10901,211092,-92,43,-92,-84,-96
2020-04-14 00:00:00,3,12077,1122,13199,19164,17821,11142,214870,-68,34,-82,-40,-83
2020-04-15 00:00:00,3,12043,1074,13117,19804,17855,11377,221968,-67,34,-82,-38,-83
2020-04-16 00:00:00,3,11356,1032,12388,20702,18396,11608,232674,-67,34,-82,-38,-82
2020-04-17 00:00:00,3,10627,971,11598,21836,18850,11851,243513,-67,36,-82,-36,-83
2020-04-18 00:00:00,3,10042,947,10989,23206,19136,12050,255331,-63,27,-81,-55,-88
2020-04-19 00:00:00,3,10342,922,11264,23233,19526,12213,264155,-60,23,-87,-79,-95
2020-04-20 00:00:00,3,10138,901,11039,23548,20008,12376,270486,-65,32,-83,-52,-82
2020-04-21 00:00:00,3,9805,851,10656,23322,21374,12579,277197,-65,33,-82,-49,-82
2020-04-22 00:00:00,3,9692,817,10509,23733,22110,12740,290699,-63,32,-80,-46,-82
2020-04-23 00:00:00,3,9192,790,9982,23891,23352,12940,302715,-64,33,-80,-45,-81
2020-04-24 00:00:00,3,8791,756,9547,24821,23782,13106,314298,-64,34,-80,-39,-81
2020-04-25 00:00:00,3,8489,724,9213,25260,24227,13269,326940,-71,28,-84,-69,-92
2020-04-26 00:00:00,3,8481,706,9187,25979,24398,13325,337797,-57,23,-85,-74,-94
2020-04-27 00:00:00,3,7525,680,8205,27236,24589,13449,342850,-61,30,-79,-42,-78
2020-04-28 00:00:00,3,7280,655,7935,27809,25029,13575,351423,-62,30,-80,-46,-80
2020-04-29 00:00:00,3,7120,634,7754,28368,25333,13679,365895,-61,31,-79,-42,-80
2020-04-30 00:00:00,3,6834,605,7439,28772,25749,13772,376943,-61,31,-79,-34,-77
2020-05-01 00:00:00,3,6628,563,7191,29282,26136,13860,390644,-89,45,-89,-83,-93
2020-05-02 00:00:00,3,6529,545,7074,29593,26146,14189,403702,-58,25,-77,-45,-83
2020-05-03 00:00:00,3,6609,532,7141,29785,26371,14231,410857,-50,22,-82,-66,-92
2020-02-25 00:00:00,11,0,0,0,0,0,0,21,-4,2,1,8,3
2020-02-26 00:00:00,11,1,0,1,0,0,0,28,-12,6,-18,2,-10
2020-02-27 00:00:00,11,2,1,3,0,0,0,46,-11,6,-16,0,-6
2020-02-28 00:00:00,11,3,2,5,1,0,0,47,-11,6,-18,-3,-7
2020-02-29 00:00:00,11,6,2,8,3,0,0,68,-13,5,-10,1,-8
2020-03-01 00:00:00,11,12,5,17,8,0,0,101,-4,5,-17,1,-16
2020-03-02 00:00:00,11,17,6,23,11,0,1,137,-2,3,-13,-1,-7
2020-03-03 00:00:00,11,27,13,40,19,0,2,200,-2,3,-13,-1,-7
2020-03-04 00:00:00,11,34,15,49,31,0,4,288,-12,7,-22,0,-12
2020-03-05 00:00:00,11,57,19,76,44,0,4,413,-13,7,-20,0,-11
2020-03-06 00:00:00,11,73,20,93,62,0,4,585,-14,8,-25,-2,-16
2020-03-07 00:00:00,11,94,36,130,71,0,6,816,-18,10,-27,3,-22
2020-03-08 00:00:00,11,110,41,151,114,0,7,1025,-12,8,-22,4,-31
2020-03-09 00:00:00,11,136,47,183,130,0,10,1250,-20,11,-35,-3,-27
2020-03-10 00:00:00,11,152,54,206,175,0,13,1437,-26,15,-45,-1,-41
2020-03-11 00:00:00,11,212,66,278,183,0,18,1656,-32,18,-48,-14,-50
2020-03-12 00:00:00,11,254,76,330,240,0,22,1907,-40,24,-59,-20,-67
2020-03-13 00:00:00,11,337,85,422,276,0,27,2218,-48,27,-64,-23,-72
2020-03-14 00:00:00,11,449,93,542,321,0,36,2561,-59,28,-73,-38,-83
2020-03-15 00:00:00,11,521,98,619,468,0,46,2946,-56,24,-78,-61,-90
2020-03-16 00:00:00,11,528,110,638,547,0,57,3225,-54,27,-68,-35,-72
2020-03-17 00:00:00,11,599,109,708,594,0,69,3225,-57,29,-69,-41,-75
2020-03-18 00:00:00,11,638,119,757,719,0,92,4109,-58,30,-70,-42,-77
2020-03-19 00:00:00,11,656,141,797,825,0,115,4512,-59,31,-72,-42,-77
2020-03-20 00:00:00,11,704,138,842,1002,0,137,5170,-61,33,-74,-37,-78
2020-03-21 00:00:00,11,742,141,883,1114,2,154,5740,-64,30,-79,-47,-86
2020-03-22 00:00:00,11,816,138,954,1277,6,184,6391,-64,27,-85,-88,-95
2020-03-23 00:00:00,11,882,148,1030,1328,8,203,6782,-67,33,-77,-42,-78
2020-03-24 00:00:00,11,862,149,1011,1486,8,231,7229,-69,34,-78,-49,-81
2020-03-25 00:00:00,11,938,148,1086,1553,8,287,7896,-71,35,-79,-51,-83
2020-03-26 00:00:00,11,977,166,1143,1652,9,310,8623,-73,38,-80,-52,-84
2020-03-27 00:00:00,11,979,162,1141,1709,10,336,9060,-73,39,-80,-45,-83
2020-03-28 00:00:00,11,987,166,1153,1846,10,364,9884,-67,31,-81,-51,-87
2020-03-29 00:00:00,11,1000,168,1168,1992,12,386,10431,-64,26,-86,-88,-95
2020-03-30 00:00:00,11,998,167,1165,2086,16,417,10979,-70,33,-76,-46,-79
2020-03-31 00:00:00,11,946,169,1115,2237,21,452,11724,-71,35,-76,-42,-90
2020-04-01 00:00:00,11,984,168,1152,2304,29,477,12296,-70,35,-73,-39,-90
2020-04-02 00:00:00,11,986,164,1150,2405,40,503,12943,-70,35,-73,-39,-90
2020-04-03 00:00:00,11,982,158,1140,2491,42,557,13678,-70,37,-75,-34,-84
2020-04-04 00:00:00,11,997,153,1150,2347,270,574,14472,-65,31,-79,-44,-89
