DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI,LUOGHI_LAVORO,LUOGHI_RESIDENZIALI,TRASPORTO_PUBBLICO,ALIMENTARI_FARMACIE,VENDITA_E_ATTIVITA_RICREATIVE
2020-04-21 00:00:00,16,569,65,634,2178,459,351,45984,-60,26,-78,-44,-76
2020-04-22 00:00:00,16,564,60,624,2250,494,362,48342,-60,27,-81,-49,-79
2020-04-23 00:00:00,16,536,55,591,2345,531,372,50410,-60,27,-79,-40,-76
2020-04-24 00:00:00,16,496,51,547,2386,565,383,52472,-57,25,-76,-20,-70
2020-04-25 00:00:00,16,469,48,517,2402,602,391,54628,-75,30,-89,-93,-94
2020-04-26 00:00:00,16,464,48,512,2425,612,399,55992,-56,23,-85,-87,-92
2020-04-27 00:00:00,16,449,51,500,2412,641,405,56976,-55,23,-76,-32,-69
2020-04-28 00:00:00,16,448,51,499,2420,654,407,58496,-56,22,-75,-36,-72
2020-04-29 00:00:00,16,449,47,496,2431,692,410,60334,-55,23,-75,-34,-71
2020-04-30 00:00:00,16,439,42,481,2468,708,415,62460,-54,22,-72,-21,-66
2020-05-01 00:00:00,16,428,39,467,2480,731,421,64292,-82,34,-89,-92,-91
2020-05-02 00:00:00,16,416,39,455,2499,757,422,65370,-51,22,-75,-33,-74
2020-05-03 00:00:00,16,410,40,450,2505,765,424,66443,-47,21,-80,-72,-87
2020-02-25 00:00:00,17,0,0,0,0,0,0,0,-19,4,-7,0,-1
2020-02-26 00:00:00,17,0,0,0,0,0,0,0,-3,2,-10,-2,-9
2020-02-27 00:00:00,17,0,0,0,0,0,0,0,-2,3,-10,2,-6
2020-02-28 00:00:00,17,0,0,0,0,0,0,0,-2,3,-10,-2,-8
2020-02-29 00:00:00,17,0,0,0,0,0,0,32,1,2,8,1,-2
2020-03-01 00:00:00,17,0,0,0,0,0,0,39,0,1,-1,2,1
2020-03-02 00:00:00,17,0,0,0,0,0,0,39,1,0,-8,3,-2
2020-03-03 00:00:00,17,0,0,0,1,0,0,42,0,1,-8,0,-4
2020-03-04 00:00:00,17,0,0,0,1,0,0,48,2,1,-3,4,-2
2020-03-05 00:00:00,17,0,0,0,1,0,0,54,-17,4,-16,6,-3
2020-03-06 00:00:00,17,1,0,1,2,0,0,63,-19,7,-24,4,-13
2020-03-07 00:00:00,17,1,0,1,2,0,0,75,-23,9,-37,2,-22
2020-03-08 00:00:00,17,2,0,2,2,0,0,123,-11,7,-26,0,-28
2020-03-09 00:00:00,17,2,0,2,3,0,0,135,-25,9,-29,1,-23
2020-03-10 00:00:00,17,2,0,2,5,0,0,148,-32,13,-41,-1,-39
2020-03-11 00:00:00,17,1,1,2,6,0,0,155,-36,15,-46,-17,-48
2020-03-12 00:00:00,17,1,1,2,6,0,0,155,-45,20,-61,-27,-65
2020-03-13 00:00:00,17,1,1,2,8,0,0,155,-49,22,-65,-32,-70
2020-03-14 00:00:00,17,0,2,2,8,0,0,155,-54,22,-71,-37,-76
2020-03-15 00:00:00,17,0,2,2,9,0,0,208,-53,20,-76,-61,-87
2020-03-16 00:00:00,17,1,2,3,9,0,0,230,-54,23,-71,-35,-70
2020-03-17 00:00:00,17,5,2,7,13,0,0,262,-58,24,-71,-45,-73
2020-03-18 00:00:00,17,9,2,11,16,0,0,262,-58,25,-72,-45,-75
2020-03-19 00:00:00,17,8,5,13,24,0,0,353,-60,26,-75,-48,-75
2020-03-20 00:00:00,17,8,5,13,39,0,0,443,-61,27,-76,-45,-76
2020-03-21 00:00:00,17,12,7,19,47,0,0,522,-61,25,-79,-47,-80
2020-03-22 00:00:00,17,13,10,23,58,0,0,643,-59,22,-83,-87,-92
2020-03-23 00:00:00,17,15,12,27,62,0,1,696,-65,28,-79,-46,-77
2020-03-24 00:00:00,17,14,12,26,65,0,1,744,-67,28,-79,-51,-79
2020-03-25 00:00:00,17,20,14,34,78,0,1,857,-68,29,-80,-56,-82
2020-03-26 00:00:00,17,22,16,38,95,0,1,1046,-69,31,-82,-58,-82
2020-03-27 00:00:00,17,22,15,37,110,1,3,1254,-66,30,-80,-45,-78
2020-03-28 00:00:00,17,26,19,45,133,1,3,1421,-63,27,-80,-50,-82
2020-03-29 00:00:00,17,32,18,50,147,1,4,1585,-58,22,-86,-84,-91
2020-03-30 00:00:00,17,36,18,54,154,1,5,1833,-64,27,-77,-49,-79
2020-03-31 00:00:00,17,37,17,54,162,3,7,2043,-66,28,-76,-46,-91
2020-04-01 00:00:00,17,39,15,54,171,3,9,2262,-67,28,-74,-47,-91
2020-04-02 00:00:00,17,38,19,57,176,3,10,2427,-65,28,-75,-42,-90
2020-04-03 00:00:00,17,41,19,60,187,3,11,2622,-65,29,-76,-38,-82
2020-04-04 00:00:00,17,44,19,63,181,9,11,2765,-62,26,-79,-45,-85
2020-04-05 00:00:00,17,46,18,64,190,11,13,2931,-59,22,-83,-79,-93
2020-04-06 00:00:00,17,46,18,64,198,12,13,3061,-63,26,-75,-43,-81
2020-04-07 00:00:00,17,47,17,64,201,12,14,3160,-64,26,-74,-41,-79
2020-04-08 00:00:00,17,48,17,65,205,13,14,3296,-63,25,-72,-37,-79
2020-04-09 00:00:00,17,50,17,67,208,13,15,3474,-63,26,-72,-32,-78
2020-04-10 00:00:00,17,59,15,74,205,14,15,3696,-63,27,-71,-24,-77
2020-04-11 00:00:00,17,60,12,72,209,14,17,4050,-61,25,-75,-41,-82
2020-04-12 00:00:00,17,61,12,73,204,20,18,4355,-62,23,-86,-90,-93
2020-04-13 00:00:00,17,64,12,76,194,31,18,4545,-84,34,-90,-94,-94
2020-04-14 00:00:00,17,62,12,74,191,35,19,4759,-63,26,-72,-47,-80
2020-04-15 00:00:00,17,60,12,72,189,38,21,5037,-61,26,-71,-41,-78
2020-04-16 00:00:00,17,60,9,69,204,41,22,5349,-60,25,-70,-40,-77
2020-04-17 00:00:00,17,59,9,68,198,49,22,5710,-60,26,-69,-34,-76
2020-04-18 00:00:00,17,60,8,68,194,54,23,6056,-56,23,-74,-44,-80
2020-04-19 00:00:00,17,59,8,67,180,71,24,6528,-52,20,-82,-86,-91
2020-04-20 00:00:00,17,59,7,66,176,76,24,6868,-59,25,-71,-46,-76
2020-04-21 00:00:00,17,64,7,71,174,81,24,7470,-59,25,-72,-43,-75
2020-04-22 00:00:00,17,65,7,72,160,98,24,8040,-59,26,-73,-49,-78
2020-04-23 00:00:00,17,61,7,68,161,103,24,8511,-59,26,-72,-43,-77
2020-04-24 00:00:00,17,59,7,66,163,107,24,9026,-57,24,-67,-19,-70
2020-04-25 00:00:00,17,58,7,65,153,118,25,9792,-70,28,-85,-92,-92
2020-04-26 00:00:00,17,57,7,64,155,122,25,10077,-49,19,-80,-84,-89
2020-04-27 00:00:00,17,57,7,64,153,124,25,10364,-54,22,-67,-31,-69
2020-04-28 00:00:00,17,56,7,63,142,136,25,10889,-55,21,-67,-38,-71
2020-04-29 00:00:00,17,51,4,55,139,147,25,11331,-54,22,-65,-35,-71
2020-04-30 00:00:00,17,49,4,53,139,150,25,12774,-54,21,-63,-18,-66
2020-03-05 00:00:00,19,5,0,5,11,2,0,367,-18,5,-19,4,-7
2020-03-06 00:00:00,19,7,0,7,15,2,0,367,-18,6,-24,1,-12
2020-03-07 00:00:00,19,8,0,8,25,2,0,643,-15,7,-27,0,-21
2020-03-08 00:00:00,19,18,0,18,33,2,0,791,-10,7,-34,-2,-31
2020-03-09 00:00:00,19,19,0,19,33,2,0,836,-25,9,-37,1,-25
2020-03-10 00:00:00,19,17,2,19,41,2,0,955,-32,14,-47,-2,-43
2020-03-11 00:00:00,19,23,1,24,57,2,0,1194,-38,16,-55,-17,-51
2020-03-12 00:00:00,19,28,5,33,78,2,2,1477,-49,21,-66,-27,-68
2020-03-13 00:00:00,19,37,7,44,82,2,2,1950,-55,24,-73,-35,-74
2020-03-14 00:00:00,19,42,11,53,97,4,2,2100,-55,23,-74,-41,-80
2020-03-15 00:00:00,19,56,15,71,108,7,2,2452,-56,22,-82,-63,-90
2020-03-16 00:00:00,19,75,20,95,108,8,2,2653,-59,25,-77,-42,-75
2020-03-17 00:00:00,19,86,28,114,112,8,3,2916,-62,26,-78,-49,-78
2020-03-18 00:00:00,19,100,29,129,138,12,3,3294,-63,26,-79,-49,-78
2020-03-19 00:00:00,19,143,36,179,142,15,4,3961,-65,27,-80,-49,-78
2020-03-20 00:00:00,19,168,42,210,169,25,4,4468,-65,28,-81,-46,-80
2020-03-21 00:00:00,19,206,48,254,204,26,6,4883,-62,25,-82,-52,-84
2020-03-22 00:00:00,19,220,55,275,321,26,8,5580,-70,26,-89,-94,-96
2020-03-23 00:00:00,19,250,60,310,371,27,13,6375,-67,28,-83,-51,-80
2020-03-24 00:00:00,19,250,60,310,489,27,20,7170,-69,29,-82,-55,-82
2020-03-25 00:00:00,19,259,80,339,597,33,25,8312,-71,30,-85,-65,-86
2020-03-26 00:00:00,19,346,68,414,681,36,33,9658,-70,30,-84,-52,-82
2020-03-27 00:00:00,19,425,75,500,658,53,39,11079,-69,31,-84,-50,-82
2020-03-28 00:00:00,19,441,71,512,730,60,57,13096,-62,25,-82,-51,-83
2020-03-29 00:00:00,19,451,71,522,808,65,65,13814,-68,25,-89,-93,-95
2020-03-30 00:00:00,19,484,75,559,849,71,76,14758,-67,28,-82,-49,-80
2020-03-31 00:00:00,19,503,72,575,917,74,81,15634,-67,27,-78,-46,-91
2020-04-01 00:00:00,19,496,72,568,976,86,88,16836,-67,27,-78,-45,-91
2020-04-02 00:00:00,19,503,73,576,1030,92,93,17833,-68,29,-80,-46,-91
2020-04-03 00:00:00,19,535,73,608,1056,94,101,18686,-67,30,-82,-43,-85
2020-04-04 00:00:00,19,553,74,627,1099,95,111,19896,-61,25,-80,-48,-87
2020-04-05 00:00:00,19,556,76,632,1142,104,116,21904,-67,25,-89,-93,-96
2020-04-06 00:00:00,19,563,74,637,1178,108,123,23464,-64,27,-80,-44,-82
2020-04-07 00:00:00,19,562,73,635,1224,113,125,24857,-65,27,-79,-44,-81
2020-04-08 00:00:00,19,563,65,628,1265,133,133,27438,-65,26,-78,-41,-81
2020-04-09 00:00:00,19,566,63,629,1313,152,138,28742,-66,27,-78,-37,-80
2020-04-10 00:00:00,19,568,62,630,1337,187,148,31156,-66,28,-79,-32,-80
2020-04-11 00:00:00,19,562,58,620,1381,209,154,33787,-60,24,-79,-41,-83
2020-04-12 00:00:00,19,552,53,605,1425,223,163,36098,-70,26,-90,-94,-97
2020-04-13 00:00:00,19,554,51,605,1445,237,171,37311,-88,36,-92,-96,-96
2020-04-14 00:00:00,19,552,53,605,1466,255,175,37877,-63,26,-78,-48,-81
2020-04-15 00:00:00,19,541,49,590,1491,273,181,39867,-63,26,-77,-43,-80
2020-04-16 00:00:00,19,525,48,573,1535,284,187,42405,-63,27,-78,-42,-79
2020-04-17 00:00:00,19,521,46,567,1572,296,190,45172,-62,27,-79,-38,-79
2020-04-18 00:00:00,19,526,42,568,1603,305,196,47715,-56,23,-77,-46,-83
2020-04-19 00:00:00,19,522,41,563,1639,315,200,49772,-63,24,-87,-93,-95
2020-04-20 00:00:00,19,526,39,565,1645,346,203,51373,-60,25,-78,-48,-78
2020-04-21 00:00:00,19,514,37,551,1708,370,206,55093,-61,26,-76,-48,-79
2020-04-22 00:00:00,19,500,35,535,1752,388,208,58732,-61,25,-76,-46,-78
2020-04-23 00:00:00,19,476,34,510,1791,412,213,62150,-61,26,-76,-41,-78
2020-04-24 00:00:00,19,461,32,493,1827,443,218,65165,-59,24,-75,-22,-72
2020-04-25 00:00:00,19,452,33,485,1787,524,224,68251,-74,28,-86,-94,-95
2020-04-26 00:00:00,19,445,33,478,1629,720,228,70104,-60,23,-86,-92,-94
2020-04-27 00:00:00,19,440,35,475,1648,731,231,70650,-57,23,-74,-34,-71
2020-04-28 00:00:00,19,428,34,462,1681,745,232,73008,-57,22,-73,-39,-74
2020-04-29 00:00:00,19,415,34,449,1696,763,232,75360,-58,24,-73,-35,-74
2020-04-30 00:00:00,19,408,33,441,1716,774,235,79669,-57,22,-70,-21,-68
2020-05-01 00:00:00,19,399,30,429,1742,786,237,82860,-84,34,-88,-93,-94
2020-05-02 00:00:00,19,396,30,426,1760,787,240,84352,-50,21,-73,-36,-77
2020-05-03 00:00:00,19,383,29,412,1791,795,242,85955,-54,22,-82,-90,-93
2020-02-25 00:00:00,22,0,0,0,0,0,0,3,-23,7,-12,15,1
2020-02-26 00:00:00,22,0,0,0,0,0,0,3,-17,6,-16,2,-2
2020-02-27 00:00:00,22,0,0,0,0,0,0,32,-18,6,-12,3,0
2020-02-28 00:00:00,22,0,0,0,0,0,0,32,-17,6,-12,0,-1
2020-02-29 00:00:00,22,0,0,0,0,0,0,43,-7,3,-9,0,-7
2020-03-01 00:00:00,22,0,0,0,0,0,0,122,-4,6,-27,-6,-21
2020-03-02 00:00:00,22,0,0,0,0,0,0,122,0,3,-14,-9,-15
2020-03-03 00:00:00,22,1,0,1,3,0,0,122,0,2,-9,-1,-9
2020-03-04 00:00:00,22,1,0,1,4,0,0,122,0,1,-2,1,-3
2020-03-05 00:00:00,22,2,0,2,5,0,0,122,-14,7,-21,1,-12
2020-05-01 00:00:00,17,49,4,53,140,160,25,13269,-79,32,-86,-91,-91
2020-05-02 00:00:00,17,48,4,52,139,164,25,13722,-52,22,-68,-33,-75
2020-05-03 00:00:00,17,48,3,51,143,167,25,14210,-45,19,-80,-83,-89
2020-02-25 00:00:00,18,0,0,0,0,0,0,2,-12,3,-7,7,-4
2020-02-26 00:00:00,18,0,0,0,0,0,0,3,-6,3,-14,-4,-13
2020-02-27 00:00:00,18,0,0,0,0,0,0,14,-4,4,-15,-1,-9
2020-02-28 00:00:00,18,0,0,0,1,0,0,21,-5,4,-21,-3,-10
2020-02-29 00:00:00,18,0,0,0,1,0,0,27,0,2,-14,-1,-4
2020-03-01 00:00:00,18,0,0,0,1,0,0,35,-1,1,-13,1,1
2020-03-02 00:00:00,18,0,0,0,1,0,0,39,0,1,-12,3,-1
2020-03-03 00:00:00,18,0,0,0,1,0,0,39,-4,2,-16,-3,-5
2020-03-04 00:00:00,18,0,0,0,1,0,0,46,-2,2,-17,2,-5
2020-03-05 00:00:00,18,1,0,1,1,0,0,53,-19,5,-19,7,-7
2020-03-06 00:00:00,18,2,0,2,2,0,0,99,-21,7,-28,-1,-16
2020-03-07 00:00:00,18,2,0,2,2,0,0,113,-21,8,-34,0,-22
2020-03-08 00:00:00,18,5,0,5,4,0,0,113,-10,7,-40,0,-31
2020-03-09 00:00:00,18,8,0,8,1,2,0,173,-27,10,-40,0,-26
2020-03-10 00:00:00,18,8,2,10,1,2,0,360,-35,14,-47,-2,-42
2020-03-11 00:00:00,18,10,2,12,5,2,0,405,-42,18,-58,-22,-56
2020-03-12 00:00:00,18,14,2,16,16,1,0,483,-53,22,-66,-32,-71
2020-03-13 00:00:00,18,18,3,21,16,1,0,504,-58,25,-70,-40,-75
2020-03-14 00:00:00,18,22,4,26,33,1,0,711,-59,24,-75,-47,-81
2020-03-15 00:00:00,18,32,6,38,28,1,1,884,-55,20,-83,-66,-89
2020-03-16 00:00:00,18,36,7,43,44,1,1,1030,-61,25,-79,-46,-76
2020-03-17 00:00:00,18,45,10,55,57,1,1,1293,-63,25,-78,-51,-78
2020-03-18 00:00:00,18,45,11,56,70,2,1,1668,-65,27,-79,-50,-79
2020-03-19 00:00:00,18,60,13,73,91,2,3,2342,-66,27,-79,-53,-80
2020-03-20 00:00:00,18,71,16,87,114,2,4,2690,-66,29,-82,-50,-80
2020-03-21 00:00:00,18,73,16,89,136,5,5,3050,-65,26,-83,-55,-85
2020-03-22 00:00:00,18,77,17,94,166,5,8,3666,-66,23,-89,-92,-94
2020-03-23 00:00:00,18,82,20,102,178,5,7,4073,-68,28,-84,-53,-80
2020-03-24 00:00:00,18,88,21,109,195,5,10,4486,-70,28,-81,-56,-82
2020-03-25 00:00:00,18,93,23,116,217,7,11,5058,-72,30,-84,-62,-85
2020-03-26 00:00:00,18,101,23,124,248,7,14,5933,-71,30,-84,-60,-85
2020-03-27 00:00:00,18,103,22,125,344,7,18,6901,-69,30,-84,-51,-81
2020-03-28 00:00:00,18,107,22,129,394,11,21,7760,-65,27,-84,-55,-84
2020-03-29 00:00:00,18,124,19,143,434,12,25,8485,-63,22,-90,-92,-94
2020-03-30 00:00:00,18,130,18,148,454,14,31,9013,-67,27,-83,-52,-81
2020-03-31 00:00:00,18,132,17,149,457,17,36,9327,-68,27,-80,-48,-92
2020-04-01 00:00:00,18,144,16,160,450,21,38,9983,-68,28,-81,-48,-92
2020-04-02 00:00:00,18,163,19,182,445,23,41,10679,-67,28,-80,-47,-91
2020-04-03 00:00:00,18,183,17,200,462,26,45,11608,-67,30,-83,-46,-85
2020-04-04 00:00:00,18,178,15,193,469,30,49,12314,-63,26,-83,-47,-87
2020-04-05 00:00:00,18,174,13,187,519,33,56,13077,-62,22,-90,-91,-95
2020-04-06 00:00:00,18,170,14,184,538,37,58,13633,-64,26,-81,-45,-83
2020-04-07 00:00:00,18,169,14,183,550,40,60,14072,-65,26,-80,-43,-82
2020-04-08 00:00:00,18,170,15,185,570,44,60,14977,-65,26,-79,-41,-82
2020-04-09 00:00:00,18,168,15,183,582,48,61,15698,-65,27,-77,-38,-82
2020-04-10 00:00:00,18,168,14,182,604,50,65,16637,-65,28,-80,-33,-81
2020-04-11 00:00:00,18,169,15,184,608,57,66,17493,-62,25,-82,-43,-85
2020-04-12 00:00:00,18,165,14,179,616,62,66,18211,-63,23,-91,-93,-95
2020-04-13 00:00:00,18,160,12,172,619,70,67,18596,-86,33,-92,-95,-95
2020-04-14 00:00:00,18,161,12,173,643,72,68,19014,-64,25,-80,-50,-82
2020-04-15 00:00:00,18,156,11,167,652,81,71,19662,-63,26,-78,-45,-82
2020-04-16 00:00:00,18,157,9,166,681,90,72,20642,-62,26,-78,-43,-80
2020-04-17 00:00:00,18,154,7,161,658,99,73,21657,-62,27,-80,-41,-80
2020-04-18 00:00:00,18,152,7,159,673,106,73,22794,-57,24,-80,-48,-84
2020-04-19 00:00:00,18,142,6,148,696,116,75,23760,-55,21,-87,-91,-94
2020-04-20 00:00:00,18,140,7,147,681,135,75,24373,-61,25,-80,-49,-79
2020-04-21 00:00:00,18,133,7,140,679,152,76,25440,-61,25,-77,-48,-80
2020-04-22 00:00:00,18,128,7,135,686,163,76,26560,-61,26,-78,-50,-81
2020-04-23 00:00:00,18,129,7,136,687,170,76,27869,-62,26,-78,-46,-80
2020-04-24 00:00:00,18,123,7,130,691,178,80,28764,-60,25,-78,-29,-76
2020-04-25 00:00:00,18,125,7,132,679,197,80,29959,-72,28,-87,-91,-94
2020-04-26 00:00:00,18,118,8,126,671,212,80,30853,-51,20,-86,-80,-92
2020-04-27 00:00:00,18,114,6,120,662,231,83,31787,-56,22,-75,-37,-73
2020-04-28 00:00:00,18,113,6,119,645,248,85,33755,-57,21,-74,-42,-76
2020-04-29 00:00:00,18,107,6,113,640,263,86,34914,-57,23,-75,-40,-77
2020-04-30 00:00:00,18,105,6,111,629,282,86,35903,-56,23,-73,-28,-72
2020-05-01 00:00:00,18,105,3,108,619,299,86,37054,-78,32,-88,-83,-91
2020-05-02 00:00:00,18,100,4,104,609,311,88,37928,-52,22,-78,-38,-79
2020-05-03 00:00:00,18,95,4,99,603,324,88,38835,-42,18,-83,-70,-89
2020-02-25 00:00:00,15,0,0,0,0,0,0,10,-20,5,-7,-2,-2
2020-02-26 00:00:00,15,0,0,0,0,0,0,10,-11,4,-11,-6,-10
2020-02-27 00:00:00,15,2,0,2,1,0,0,10,-16,5,-15,-1,-6
2020-02-28 00:00:00,15,2,0,2,2,0,0,213,-16,5,-16,-1,-6
2020-02-29 00:00:00,15,3,0,3,10,0,0,373,-10,2,-5,2,-3
2020-03-01 00:00:00,15,4,0,4,13,0,0,373,-2,2,-14,-1,-11
2020-03-02 00:00:00,15,4,0,4,13,0,0,373,-3,2,-10,0,-8
2020-03-03 00:00:00,15,11,0,11,19,0,0,405,-2,2,-11,-1,-7
2020-03-04 00:00:00,15,11,0,11,20,0,0,429,-1,1,-9,2,-5
2020-03-05 00:00:00,15,12,0,12,33,0,0,471,-16,5,-17,4,-6
2020-03-06 00:00:00,15,12,0,12,45,0,0,471,-18,7,-27,-1,-14
2020-03-07 00:00:00,15,16,0,16,45,0,0,612,-14,7,-28,4,-22
2020-03-08 00:00:00,15,30,7,37,63,1,0,980,-8,6,-29,0,-29
2020-03-09 00:00:00,15,42,8,50,69,1,0,980,-25,10,-37,2,-26
2020-03-10 00:00:00,15,33,8,41,85,1,0,1141,-34,15,-50,-1,-44
2020-03-11 00:00:00,15,56,11,67,82,4,1,1375,-42,18,-59,-17,-55
2020-03-12 00:00:00,15,56,11,67,107,4,1,1551,-51,23,-68,-27,-70
2020-03-13 00:00:00,15,60,19,79,134,5,2,1671,-57,26,-73,-33,-75
2020-03-14 00:00:00,15,72,17,89,154,23,6,1936,-59,24,-78,-42,-83
2020-03-15 00:00:00,15,73,22,95,201,28,9,2213,-61,22,-85,-61,-91
2020-03-16 00:00:00,15,103,22,125,238,28,9,2517,-62,27,-79,-43,-77
2020-03-17 00:00:00,15,127,24,151,272,28,9,2685,-65,28,-79,-45,-78
2020-03-18 00:00:00,15,127,24,151,272,28,9,2685,-65,28,-79,-46,-79
2020-03-19 00:00:00,15,213,36,249,356,30,17,3544,-66,30,-80,-48,-80
2020-03-20 00:00:00,15,130,41,171,531,30,17,3845,-67,31,-81,-45,-81
2020-03-21 00:00:00,15,233,87,320,473,29,22,4448,-64,26,-82,-49,-84
2020-03-22 00:00:00,15,243,99,342,524,41,29,4943,-68,24,-89,-79,-94
2020-03-23 00:00:00,15,266,110,376,553,48,49,5813,-70,30,-83,-52,-82
2020-03-24 00:00:00,15,345,181,526,466,53,56,6297,-71,30,-82,-52,-82
2020-03-25 00:00:00,15,318,123,441,631,53,74,6972,-72,31,-84,-56,-84
2020-03-26 00:00:00,15,448,114,562,607,58,83,8346,-73,33,-85,-57,-85
2020-03-27 00:00:00,15,456,113,569,723,64,98,9613,-71,33,-84,-48,-82
2020-03-28 00:00:00,15,463,132,595,812,76,109,10616,-66,27,-83,-51,-85
2020-03-29 00:00:00,15,476,135,611,945,86,117,11805,-67,23,-89,-78,-94
2020-03-30 00:00:00,15,468,126,594,1145,88,125,12969,-69,30,-82,-51,-82
2020-03-31 00:00:00,15,501,133,634,1237,88,133,14403,-70,30,-80,-46,-92
2020-04-01 00:00:00,15,478,129,607,1369,107,148,15728,-70,30,-79,-43,-92
2020-04-02 00:00:00,15,503,120,623,1517,149,167,17404,-70,31,-80,-43,-92
2020-04-03 00:00:00,15,532,115,647,1705,144,181,19237,-69,32,-81,-39,-85
2020-04-04 00:00:00,15,567,114,681,1815,146,186,21534,-65,26,-81,-46,-89
2020-04-05 00:00:00,15,609,108,717,1904,150,189,23139,-66,24,-88,-74,-95
2020-04-06 00:00:00,15,610,101,711,1987,156,204,24526,-68,29,-80,-45,-84
2020-04-07 00:00:00,15,603,103,706,2059,167,216,25779,-68,29,-79,-39,-82
2020-04-08 00:00:00,15,608,97,705,2154,188,221,27784,-68,29,-78,-36,-82
2020-04-09 00:00:00,15,604,94,698,2175,244,227,29664,-68,29,-78,-32,-81
2020-04-10 00:00:00,15,600,90,690,2273,248,231,31745,-69,31,-79,-30,-81
2020-04-11 00:00:00,15,582,85,667,2335,277,238,33781,-64,26,-78,-42,-86
2020-04-12 00:00:00,15,526,82,608,2449,305,242,35448,-71,25,-91,-94,-97
2020-04-13 00:00:00,15,606,80,686,2376,360,248,36770,-90,37,-92,-95,-96
2020-04-14 00:00:00,15,618,82,700,2394,415,260,38094,-68,29,-80,-48,-84
2020-04-15 00:00:00,15,607,86,693,2394,442,278,39534,-66,29,-79,-43,-83
2020-04-16 00:00:00,15,618,76,694,2424,483,286,41296,-66,29,-78,-42,-82
2020-04-17 00:00:00,15,622,76,698,2329,631,293,43697,-65,30,-78,-36,-81
2020-04-18 00:00:00,15,605,76,681,2364,643,300,46294,-60,25,-79,-45,-86
2020-04-19 00:00:00,15,590,61,651,2371,703,304,48187,-61,23,-87,-76,-94
2020-04-20 00:00:00,15,586,61,647,2372,746,309,51090,-64,28,-81,-52,-82
2020-04-21 00:00:00,15,532,58,590,2356,872,317,53548,-64,28,-78,-44,-80
2020-04-22 00:00:00,15,523,53,576,2422,860,327,55701,-65,29,-80,-51,-83
2020-04-23 00:00:00,15,539,47,586,2392,928,332,58324,-63,28,-78,-41,-80
2020-04-24 00:00:00,15,524,44,568,2375,1003,336,61331,-62,28,-75,-27,-77
2020-04-25 00:00:00,15,543,55,598,2337,1023,341,64521,-69,27,-84,-68,-90
2020-04-26 00:00:00,15,536,45,581,2343,1062,345,67218,-62,23,-87,-91,-95
2020-04-27 00:00:00,15,541,37,578,2299,1120,352,68727,-59,25,-74,-36,-74
2020-04-28 00:00:00,15,544,33,577,2225,1220,358,70566,-60,25,-74,-38,-76
2020-04-29 00:00:00,15,518,31,549,2233,1269,359,73094,-59,26,-72,-37,-76
2020-04-30 00:00:00,15,484,29,513,2260,1291,359,76108,-58,25,-70,-22,-72
2020-05-01 00:00:00,15,478,29,507,2246,1332,359,79940,-85,37,-88,-92,-93
2020-05-02 00:00:00,15,470,27,497,2224,1376,362,83592,-51,22,-71,-29,-78
2020-05-03 00:00:00,15,455,30,485,2241,1394,364,86498,-49,21,-81,-67,-90
2020-02-25 00:00:00,8,15,2,17,9,0,0,391,-15,7,-23,1,-11
2020-02-26 00:00:00,8,20,3,23,23,0,1,577,-15,8,-31,-9,-18
2020-02-27 00:00:00,8,36,6,42,54,0,1,1033,-15,7,-29,-6,-12
2020-02-28 00:00:00,8,56,6,62,81,0,2,1277,-15,7,-28,-5,-11
2020-02-29 00:00:00,8,86,11,97,116,0,4,1550,-16,5,-23,1,-13
2020-03-01 00:00:00,8,127,13,140,137,0,8,1795,-8,6,-38,-5,-26
2020-03-02 00:00:00,8,148,16,164,160,0,11,1973,-10,6,-31,-6,-14
2020-03-03 00:00:00,8,187,24,211,187,4,18,2012,-13,7,-31,-6,-12
2020-03-04 00:00:00,8,256,26,282,234,6,22,2500,-13,7,-30,-4,-13
2020-03-05 00:00:00,8,327,32,359,299,10,30,2884,-14,8,-32,-5,-16
2020-03-06 00:00:00,8,397,53,450,366,17,37,3136,-15,8,-34,-1,-17
2020-03-07 00:00:00,8,464,64,528,409,25,48,3604,-18,8,-31,5,-22
2020-03-08 00:00:00,8,542,75,617,480,27,56,4344,-13,7,-33,7,-37
2020-03-09 00:00:00,8,576,90,666,620,30,70,4906,-20,12,-45,-4,-34
2020-03-10 00:00:00,8,669,98,767,650,31,85,5494,-27,16,-50,-5,-44
2020-03-11 00:00:00,8,745,104,849,739,38,113,6640,-32,18,-54,-11,-50
2020-03-12 00:00:00,8,814,112,926,832,43,146,7600,-40,23,-63,-17,-68
2020-03-13 00:00:00,8,942,128,1070,941,51,201,8787,-46,27,-68,-18,-73
2020-03-14 00:00:00,8,1076,152,1228,1121,54,241,10043,-57,26,-76,-37,-84
2020-03-15 00:00:00,8,1215,169,1384,1357,68,284,12054,-53,22,-80,-56,-90
2020-03-16 00:00:00,8,1362,197,1559,1529,88,346,13096,-50,26,-70,-31,-73
2020-03-17 00:00:00,8,1566,223,1789,1615,134,393,14510,-55,29,-72,-36,-76
2020-03-18 00:00:00,8,1784,247,2031,1884,152,458,15461,-56,30,-73,-38,-77
