DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI
2020-03-04 00:00:00,20,1,0,1,1,0,0,42
2020-03-05 00:00:00,20,2,0,2,0,0,0,50
2020-03-06 00:00:00,20,2,0,2,3,0,0,99
2020-03-07 00:00:00,20,2,0,2,3,0,0,99
2020-03-08 00:00:00,20,5,0,5,6,0,0,149
2020-03-09 00:00:00,20,8,0,8,11,0,0,185
2020-03-10 00:00:00,20,9,0,9,11,0,0,204
2020-03-11 00:00:00,20,10,0,10,27,0,0,283
2020-03-12 00:00:00,20,12,0,12,27,0,0,302
2020-03-13 00:00:00,20,12,0,12,31,0,0,504
2020-03-14 00:00:00,20,14,0,14,33,0,0,530
2020-03-15 00:00:00,20,16,0,16,59,0,2,613
2020-03-16 00:00:00,20,39,0,39,66,0,2,797
2020-03-17 00:00:00,20,36,4,40,75,0,2,1003
2020-03-18 00:00:00,20,42,7,49,83,0,2,1135
2020-03-19 00:00:00,20,43,9,52,152,0,2,1334
2020-03-20 00:00:00,20,56,15,71,217,3,2,1912
2020-03-21 00:00:00,20,65,16,81,240,5,4,2297
2020-03-22 00:00:00,20,67,16,83,244,5,7,2402
2020-03-23 00:00:00,20,76,18,94,249,5,11,2568
2020-03-24 00:00:00,20,80,19,99,296,11,15,2859
2020-03-25 00:00:00,20,82,19,101,311,12,18,3019
2020-03-26 00:00:00,20,92,20,112,350,13,19,3461
2020-03-27 00:00:00,20,93,19,112,384,13,21,3801
2020-03-28 00:00:00,20,95,22,117,452,29,26,4225
2020-03-29 00:00:00,20,105,23,128,454,29,27,4598
2020-03-30 00:00:00,20,113,24,137,485,32,28,4993
2020-03-31 00:00:00,20,113,28,141,516,34,31,5257
2020-04-01 00:00:00,20,119,27,146,529,36,34,5501
2020-04-02 00:00:00,20,117,24,141,577,36,40,5970
2020-04-03 00:00:00,20,122,24,146,598,40,41,6478
2020-04-04 00:00:00,20,123,24,147,642,44,41,6789
2020-04-05 00:00:00,20,126,25,151,664,49,43,7157
2020-04-06 00:00:00,20,123,26,149,670,56,47,7521
2020-04-07 00:00:00,20,122,26,148,673,62,52,7680
2020-04-08 00:00:00,20,112,31,143,697,76,59,8493
2020-04-09 00:00:00,20,106,25,131,745,86,64,8918
2020-04-10 00:00:00,20,107,26,133,743,118,69,9444
2020-04-11 00:00:00,20,113,24,137,751,130,73,10120
2020-04-12 00:00:00,20,109,26,135,768,137,73,10663
2020-04-13 00:00:00,20,107,27,134,780,139,75,11010
2020-04-14 00:00:00,20,107,24,131,769,158,80,11893
2020-04-15 00:00:00,20,107,26,133,737,208,83,12395
